GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AHZAE001,AHZAE002,AHZAE003,AHZAE004,AHZAE005,AHZAE006,AHZAE007,AHZAE008,AHZAE009,AHZAE010,AHZAE011,AHZAE012,AHZAE013,AHZAE014,AHZAE015,AHZAE016,AHZAE017,AHZAE018,AHZAE019,AHZAE020,AHZAE021,NAME_M,AHZAM001,AHZAM002,AHZAM003,AHZAM004,AHZAM005,AHZAM006,AHZAM007,AHZAM008,AHZAM009,AHZAM010,AHZAM011,AHZAM012,AHZAM013,AHZAM014,AHZAM015,AHZAM016,AHZAM017,AHZAM018,AHZAM019,AHZAM020,AHZAM021
"G09000305027001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"502700","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5027, Hartford County, Connecticut",1885,1586,1043,385,0,112,0,22,24,0,24,299,114,110,0,0,0,69,6,6,0,"Block Group 1, Census Tract 5027, Hartford County, Connecticut",276,221,170,147,12,68,12,30,29,12,29,170,83,122,12,12,12,53,13,13,12
"G09000305027002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"502700","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5027, Hartford County, Connecticut",1715,453,208,126,12,53,0,0,54,0,54,1262,489,6,0,0,0,731,36,12,24,"Block Group 2, Census Tract 5027, Hartford County, Connecticut",453,184,104,77,22,84,12,12,86,12,86,447,295,14,12,12,12,405,41,20,39
"G09000305027003","2013-2017",,,"Connecticut","09","Hartford County","003",,,"502700","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5027, Hartford County, Connecticut",1457,906,521,255,0,28,0,0,102,0,102,551,209,73,0,0,0,234,35,35,0,"Block Group 3, Census Tract 5027, Hartford County, Connecticut",292,273,151,175,12,29,12,12,129,12,129,200,138,117,12,12,12,116,52,52,12
"G09000305028001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"502800","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5028, Hartford County, Connecticut",1775,357,90,233,0,2,0,0,32,0,32,1418,616,92,2,0,0,580,128,74,54,"Block Group 1, Census Tract 5028, Hartford County, Connecticut",323,129,48,123,12,4,12,12,31,12,31,341,232,57,4,12,12,277,97,81,47
"G09000305028002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"502800","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5028, Hartford County, Connecticut",928,40,34,6,0,0,0,0,0,0,0,888,480,82,23,0,0,303,0,0,0,"Block Group 2, Census Tract 5028, Hartford County, Connecticut",294,31,30,10,12,12,12,12,12,12,12,290,188,125,39,12,12,195,12,12,12
"G09000305029001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"502900","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5029, Hartford County, Connecticut",1032,265,60,205,0,0,0,0,0,0,0,767,279,7,0,0,0,370,111,72,39,"Block Group 1, Census Tract 5029, Hartford County, Connecticut",291,184,62,175,12,12,12,12,12,12,12,255,147,11,12,12,12,243,81,63,31
"G09000305029002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"502900","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5029, Hartford County, Connecticut",828,613,375,125,0,87,0,0,26,0,26,215,124,34,0,0,0,57,0,0,0,"Block Group 2, Census Tract 5029, Hartford County, Connecticut",169,153,124,103,12,68,12,12,33,12,33,101,106,32,12,12,12,45,12,12,12
"G09000305029003","2013-2017",,,"Connecticut","09","Hartford County","003",,,"502900","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5029, Hartford County, Connecticut",1009,480,24,440,0,0,0,16,0,0,0,529,187,8,0,0,0,204,130,130,0,"Block Group 3, Census Tract 5029, Hartford County, Connecticut",291,249,23,243,12,12,12,24,12,12,12,178,128,13,12,12,12,141,140,140,12
"G09000305030001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"503000","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5030, Hartford County, Connecticut",1750,404,97,295,0,12,0,0,0,0,0,1346,637,35,0,0,0,633,41,31,10,"Block Group 1, Census Tract 5030, Hartford County, Connecticut",366,176,67,170,12,19,12,12,12,12,12,329,149,44,12,12,12,312,40,32,16
"G09000305030002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"503000","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5030, Hartford County, Connecticut",1444,596,67,529,0,0,0,0,0,0,0,848,371,0,78,0,0,327,72,72,0,"Block Group 2, Census Tract 5030, Hartford County, Connecticut",346,268,52,260,12,12,12,12,12,12,12,266,225,12,134,12,12,183,87,87,12
"G09000305031001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"503100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5031, Hartford County, Connecticut",1502,1131,222,723,0,129,0,0,57,0,57,371,20,0,0,0,0,242,109,91,18,"Block Group 1, Census Tract 5031, Hartford County, Connecticut",412,301,102,259,12,109,12,12,69,12,69,244,32,12,12,12,12,199,108,102,30
"G09000305031002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"503100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5031, Hartford County, Connecticut",394,372,153,219,0,0,0,0,0,0,0,22,20,0,0,0,0,2,0,0,0,"Block Group 2, Census Tract 5031, Hartford County, Connecticut",229,227,109,212,12,12,12,12,12,12,12,30,30,12,12,12,12,5,12,12,12
"G09000305031003","2013-2017",,,"Connecticut","09","Hartford County","003",,,"503100","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5031, Hartford County, Connecticut",1126,539,11,345,0,183,0,0,0,0,0,587,156,0,0,0,0,409,22,22,0,"Block Group 3, Census Tract 5031, Hartford County, Connecticut",427,285,26,218,12,210,12,12,12,12,12,400,225,12,12,12,12,347,37,37,12
"G09000305031004","2013-2017",,,"Connecticut","09","Hartford County","003",,,"503100","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5031, Hartford County, Connecticut",808,665,223,279,10,40,0,81,32,0,32,143,100,0,0,0,0,43,0,0,0,"Block Group 4, Census Tract 5031, Hartford County, Connecticut",227,213,103,151,16,66,12,129,35,12,35,124,107,12,12,12,12,47,12,12,12
"G09000305031005","2013-2017",,,"Connecticut","09","Hartford County","003",,,"503100","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 5031, Hartford County, Connecticut",384,206,145,61,0,0,0,0,0,0,0,178,98,0,0,0,0,80,0,0,0,"Block Group 5, Census Tract 5031, Hartford County, Connecticut",174,164,155,73,12,12,12,12,12,12,12,141,95,12,12,12,12,104,12,12,12
"G09000305033001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"503300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5033, Hartford County, Connecticut",1283,968,112,836,0,0,0,20,0,0,0,315,203,0,0,0,0,104,8,0,8,"Block Group 1, Census Tract 5033, Hartford County, Connecticut",368,405,77,395,12,12,12,33,12,12,12,226,191,12,12,12,12,115,12,12,12
"G09000305033002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"503300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5033, Hartford County, Connecticut",1654,864,69,674,0,0,0,21,100,0,100,790,372,12,0,0,0,266,140,15,125,"Block Group 2, Census Tract 5033, Hartford County, Connecticut",368,274,62,279,12,12,12,36,55,12,55,291,238,26,12,12,12,182,131,23,127
"G09000305035001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"503500","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5035, Hartford County, Connecticut",1682,1201,8,1170,0,0,0,0,23,13,10,481,112,174,0,0,0,172,23,0,23,"Block Group 1, Census Tract 5035, Hartford County, Connecticut",283,286,11,284,12,12,12,12,25,19,16,233,89,144,12,12,12,134,38,12,38
"G09000305037001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"503700","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5037, Hartford County, Connecticut",1034,991,22,946,0,7,0,0,16,0,16,43,20,5,0,0,0,18,0,0,0,"Block Group 1, Census Tract 5037, Hartford County, Connecticut",190,195,25,186,12,11,12,12,25,12,25,38,24,7,12,12,12,25,12,12,12
"G09000305037002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"503700","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5037, Hartford County, Connecticut",1558,1456,42,1337,0,0,0,0,77,4,73,102,13,0,0,0,0,89,0,0,0,"Block Group 2, Census Tract 5037, Hartford County, Connecticut",312,317,26,300,12,12,12,12,91,8,91,94,21,12,12,12,12,90,12,12,12
"G09000305038001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"503800","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5038, Hartford County, Connecticut",3075,2677,1798,691,4,78,0,27,79,11,68,398,131,5,0,0,4,235,23,4,19,"Block Group 1, Census Tract 5038, Hartford County, Connecticut",325,310,273,142,8,48,12,47,47,23,48,108,74,12,12,12,8,84,23,9,17
"G09000305039001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"503900","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5039, Hartford County, Connecticut",1222,1007,45,925,0,0,0,0,37,0,37,215,0,66,0,0,0,40,109,19,90,"Block Group 1, Census Tract 5039, Hartford County, Connecticut",330,239,40,248,12,12,12,12,54,12,54,196,12,64,12,12,12,47,135,34,135
"G09000305039002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"503900","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5039, Hartford County, Connecticut",607,592,0,580,0,0,0,0,12,12,0,15,0,0,0,0,0,15,0,0,0,"Block Group 2, Census Tract 5039, Hartford County, Connecticut",288,282,12,281,12,12,12,12,19,19,12,27,12,12,12,12,12,27,12,12,12
"G09000305039003","2013-2017",,,"Connecticut","09","Hartford County","003",,,"503900","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5039, Hartford County, Connecticut",1425,1356,27,1329,0,0,0,0,0,0,0,69,48,0,0,0,0,0,21,21,0,"Block Group 3, Census Tract 5039, Hartford County, Connecticut",395,362,32,353,12,12,12,12,12,12,12,75,46,12,12,12,12,12,33,33,12
"G09000305039004","2013-2017",,,"Connecticut","09","Hartford County","003",,,"503900","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5039, Hartford County, Connecticut",633,624,0,615,0,0,0,0,9,0,9,9,0,0,0,0,0,0,9,0,9,"Block Group 4, Census Tract 5039, Hartford County, Connecticut",249,249,12,249,12,12,12,12,16,12,16,15,12,12,12,12,12,12,15,12,15
"G09000305039005","2013-2017",,,"Connecticut","09","Hartford County","003",,,"503900","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 5039, Hartford County, Connecticut",713,690,54,627,0,0,0,9,0,0,0,23,12,11,0,0,0,0,0,0,0,"Block Group 5, Census Tract 5039, Hartford County, Connecticut",198,192,79,197,12,12,12,14,12,12,12,25,18,17,12,12,12,12,12,12,12
"G09000305040001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"504000","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5040, Hartford County, Connecticut",968,968,38,921,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 5040, Hartford County, Connecticut",307,307,43,301,12,12,12,12,14,12,14,12,12,12,12,12,12,12,12,12,12
"G09000305040002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"504000","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5040, Hartford County, Connecticut",1254,1214,24,1140,0,8,0,0,42,26,16,40,14,0,0,0,0,0,26,26,0,"Block Group 2, Census Tract 5040, Hartford County, Connecticut",277,253,28,255,12,13,12,12,38,42,27,49,23,12,12,12,12,12,42,42,12
"G09000305040003","2013-2017",,,"Connecticut","09","Hartford County","003",,,"504000","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5040, Hartford County, Connecticut",988,980,0,973,0,0,0,0,7,7,0,8,0,8,0,0,0,0,0,0,0,"Block Group 3, Census Tract 5040, Hartford County, Connecticut",296,296,12,293,12,12,12,12,13,13,12,13,12,13,12,12,12,12,12,12,12
"G09000305041001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"504100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5041, Hartford County, Connecticut",1686,706,179,428,0,53,0,27,19,13,6,980,668,0,0,15,0,270,27,27,0,"Block Group 1, Census Tract 5041, Hartford County, Connecticut",275,192,80,179,12,60,12,41,23,22,9,284,261,12,12,24,12,149,44,44,12
"G09000305042001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"504200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5042, Hartford County, Connecticut",1096,1008,779,73,0,156,0,0,0,0,0,88,52,0,0,0,0,36,0,0,0,"Block Group 1, Census Tract 5042, Hartford County, Connecticut",272,271,267,76,12,172,12,12,12,12,12,85,81,12,12,12,12,27,12,12,12
"G09000305042002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"504200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5042, Hartford County, Connecticut",1913,999,434,228,0,180,0,13,144,0,144,914,390,0,0,0,0,214,310,133,177,"Block Group 2, Census Tract 5042, Hartford County, Connecticut",541,323,189,165,12,160,12,19,201,12,201,381,171,12,12,12,12,182,323,160,288
"G09000305042003","2013-2017",,,"Connecticut","09","Hartford County","003",,,"504200","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5042, Hartford County, Connecticut",1216,895,500,299,0,14,0,0,82,0,82,321,16,0,0,0,0,249,56,56,0,"Block Group 3, Census Tract 5042, Hartford County, Connecticut",383,353,219,225,12,22,12,12,78,12,78,165,27,12,12,12,12,140,99,99,12
"G09000305042004","2013-2017",,,"Connecticut","09","Hartford County","003",,,"504200","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5042, Hartford County, Connecticut",962,854,254,600,0,0,0,0,0,0,0,108,0,0,0,0,0,60,48,0,48,"Block Group 4, Census Tract 5042, Hartford County, Connecticut",452,457,288,365,12,12,12,12,12,12,12,108,12,12,12,12,12,79,78,12,78
"G09000305043001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"504300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5043, Hartford County, Connecticut",752,221,92,93,0,36,0,0,0,0,0,531,115,0,0,0,0,394,22,22,0,"Block Group 1, Census Tract 5043, Hartford County, Connecticut",275,118,77,79,12,44,12,12,12,12,12,262,104,12,12,12,12,218,37,37,12
"G09000305043002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"504300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5043, Hartford County, Connecticut",2308,1002,459,465,0,0,0,24,54,0,54,1306,605,82,0,9,0,602,8,8,0,"Block Group 2, Census Tract 5043, Hartford County, Connecticut",379,295,183,227,12,12,12,30,71,12,71,316,261,121,12,15,12,298,13,13,12
"G09000305045001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"504500","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5045, Hartford County, Connecticut",1728,426,86,211,0,24,0,28,77,0,77,1302,740,0,78,0,0,272,212,212,0,"Block Group 1, Census Tract 5045, Hartford County, Connecticut",468,257,76,229,12,38,12,40,122,12,122,414,306,12,89,12,12,182,299,299,12
"G09000305045002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"504500","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5045, Hartford County, Connecticut",1421,371,133,238,0,0,0,0,0,0,0,1050,579,59,0,0,0,350,62,62,0,"Block Group 2, Census Tract 5045, Hartford County, Connecticut",366,216,145,166,12,12,12,12,12,12,12,294,263,70,12,12,12,178,77,77,12
"G09000305045003","2013-2017",,,"Connecticut","09","Hartford County","003",,,"504500","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5045, Hartford County, Connecticut",499,226,62,137,0,13,0,0,14,0,14,273,178,47,0,0,0,42,6,0,6,"Block Group 3, Census Tract 5045, Hartford County, Connecticut",225,137,35,116,12,20,12,12,22,12,22,167,159,70,12,12,12,50,11,12,11
"G09000305048001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"504800","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5048, Hartford County, Connecticut",1162,632,271,229,0,109,0,23,0,0,0,530,283,0,0,0,0,208,39,12,27,"Block Group 1, Census Tract 5048, Hartford County, Connecticut",397,237,136,167,12,139,12,44,12,12,12,282,194,12,12,12,12,224,47,19,44
"G09000305048002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"504800","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5048, Hartford County, Connecticut",934,341,103,217,0,21,0,0,0,0,0,593,401,0,0,0,0,53,139,81,58,"Block Group 2, Census Tract 5048, Hartford County, Connecticut",349,185,59,178,12,35,12,12,12,12,12,270,231,12,12,12,12,50,130,92,98
"G09000305048003","2013-2017",,,"Connecticut","09","Hartford County","003",,,"504800","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5048, Hartford County, Connecticut",1186,480,172,257,0,27,0,0,24,24,0,706,271,39,0,0,0,322,74,0,74,"Block Group 3, Census Tract 5048, Hartford County, Connecticut",307,179,68,167,12,43,12,12,39,39,12,288,253,48,12,12,12,177,82,12,82
"G09000305048004","2013-2017",,,"Connecticut","09","Hartford County","003",,,"504800","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5048, Hartford County, Connecticut",1108,287,153,44,0,30,0,60,0,0,0,821,119,66,0,0,0,636,0,0,0,"Block Group 4, Census Tract 5048, Hartford County, Connecticut",399,134,84,40,12,44,12,95,12,12,12,399,108,53,12,12,12,400,12,12,12
"G09000305049001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"504900","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5049, Hartford County, Connecticut",2332,842,227,374,0,28,0,140,73,73,0,1490,484,80,0,0,0,618,308,308,0,"Block Group 1, Census Tract 5049, Hartford County, Connecticut",431,252,110,177,12,38,12,105,101,101,12,420,217,130,12,12,12,318,293,293,12
"G09000305049002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"504900","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5049, Hartford County, Connecticut",2523,1099,355,739,0,0,0,0,5,0,5,1424,752,8,0,0,0,497,167,0,167,"Block Group 2, Census Tract 5049, Hartford County, Connecticut",454,257,135,224,12,12,12,12,9,12,9,384,302,14,12,12,12,223,223,12,223
"G09000305101001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"510100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5101, Hartford County, Connecticut",2263,1424,751,531,0,83,0,0,59,0,59,839,498,10,17,0,0,314,0,0,0,"Block Group 1, Census Tract 5101, Hartford County, Connecticut",213,177,116,127,12,62,12,12,43,12,43,182,191,14,27,12,12,164,12,12,12
"G09000305102001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"510200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5102, Hartford County, Connecticut",1186,825,287,438,0,89,0,0,11,0,11,361,101,11,10,0,0,239,0,0,0,"Block Group 1, Census Tract 5102, Hartford County, Connecticut",195,182,89,159,12,67,12,12,19,12,19,154,83,18,15,12,12,136,12,12,12
"G09000305102002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"510200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5102, Hartford County, Connecticut",1544,1159,564,511,7,77,0,0,0,0,0,385,149,19,0,0,0,204,13,0,13,"Block Group 2, Census Tract 5102, Hartford County, Connecticut",302,285,175,189,15,92,12,12,12,12,12,106,77,21,12,12,12,92,17,12,17
"G09000305103001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"510300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5103, Hartford County, Connecticut",1415,665,238,392,0,19,0,0,16,16,0,750,320,241,0,0,0,152,37,37,0,"Block Group 1, Census Tract 5103, Hartford County, Connecticut",403,179,90,162,12,32,12,12,31,31,12,353,308,301,12,12,12,159,54,54,12
"G09000305103002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"510300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5103, Hartford County, Connecticut",1870,1099,243,797,0,0,0,0,59,25,34,771,467,0,0,0,0,243,61,61,0,"Block Group 2, Census Tract 5103, Hartford County, Connecticut",514,336,116,337,12,12,12,12,52,36,36,306,289,12,12,12,12,180,71,71,12
"G09000305103003","2013-2017",,,"Connecticut","09","Hartford County","003",,,"510300","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5103, Hartford County, Connecticut",1228,815,329,426,0,25,0,0,35,0,35,413,204,1,0,0,0,208,0,0,0,"Block Group 3, Census Tract 5103, Hartford County, Connecticut",445,337,152,283,12,41,12,12,46,12,46,278,192,2,12,12,12,211,12,12,12
"G09000305104001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"510400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5104, Hartford County, Connecticut",1278,835,312,523,0,0,0,0,0,0,0,443,265,95,0,0,0,27,56,56,0,"Block Group 1, Census Tract 5104, Hartford County, Connecticut",505,420,247,340,12,12,12,12,12,12,12,252,197,116,12,12,12,59,100,100,12
"G09000305104002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"510400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5104, Hartford County, Connecticut",3296,758,425,316,0,0,0,0,17,0,17,2538,1631,0,0,0,0,907,0,0,0,"Block Group 2, Census Tract 5104, Hartford County, Connecticut",902,476,415,253,12,12,12,12,33,12,33,1013,849,12,12,12,12,829,12,12,12
"G09000305104003","2013-2017",,,"Connecticut","09","Hartford County","003",,,"510400","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5104, Hartford County, Connecticut",680,133,108,0,0,0,0,0,25,0,25,547,116,0,154,0,0,277,0,0,0,"Block Group 3, Census Tract 5104, Hartford County, Connecticut",381,73,67,12,12,12,12,12,38,12,38,373,107,12,247,12,12,262,12,12,12
"G09000305104004","2013-2017",,,"Connecticut","09","Hartford County","003",,,"510400","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5104, Hartford County, Connecticut",391,146,48,32,0,0,0,0,66,0,66,245,30,30,0,0,0,185,0,0,0,"Block Group 4, Census Tract 5104, Hartford County, Connecticut",237,135,52,53,12,12,12,12,112,12,112,230,44,50,12,12,12,230,12,12,12
"G09000305105001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"510500","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5105, Hartford County, Connecticut",1983,1295,329,453,0,377,0,0,136,34,102,688,198,16,0,0,0,407,67,53,14,"Block Group 1, Census Tract 5105, Hartford County, Connecticut",304,311,131,254,12,144,12,12,80,39,70,285,123,23,12,12,12,287,49,45,20
"G09000305105002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"510500","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5105, Hartford County, Connecticut",1137,899,588,300,0,0,0,0,11,0,11,238,11,18,0,10,0,166,33,0,33,"Block Group 2, Census Tract 5105, Hartford County, Connecticut",192,234,163,178,12,12,12,12,67,12,67,161,17,28,12,17,12,153,45,12,45
"G09000305106001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"510600","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5106, Hartford County, Connecticut",963,526,276,250,0,0,0,0,0,0,0,437,80,0,0,0,0,357,0,0,0,"Block Group 1, Census Tract 5106, Hartford County, Connecticut",399,202,149,180,12,12,12,12,12,12,12,347,70,12,12,12,12,328,12,12,12
"G09000305106002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"510600","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5106, Hartford County, Connecticut",1957,1253,84,999,0,83,0,0,87,0,87,704,414,0,0,0,0,290,0,0,0,"Block Group 2, Census Tract 5106, Hartford County, Connecticut",484,475,72,423,12,127,12,12,92,12,92,303,309,12,12,12,12,211,12,12,12
"G09000305106003","2013-2017",,,"Connecticut","09","Hartford County","003",,,"510600","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5106, Hartford County, Connecticut",1251,872,245,346,0,143,0,0,138,0,138,379,348,10,0,0,0,21,0,0,0,"Block Group 3, Census Tract 5106, Hartford County, Connecticut",507,315,118,252,12,189,12,12,128,12,128,436,434,17,12,12,12,33,12,12,12
"G09000305106004","2013-2017",,,"Connecticut","09","Hartford County","003",,,"510600","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5106, Hartford County, Connecticut",442,381,216,165,0,0,0,0,0,0,0,61,16,0,0,0,0,45,0,0,0,"Block Group 4, Census Tract 5106, Hartford County, Connecticut",196,194,158,177,12,12,12,12,12,12,12,58,26,12,12,12,12,56,12,12,12
"G09000305107001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"510700","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5107, Hartford County, Connecticut",757,606,485,40,0,64,0,0,17,0,17,151,54,0,0,0,0,97,0,0,0,"Block Group 1, Census Tract 5107, Hartford County, Connecticut",207,186,146,46,12,106,12,12,21,12,21,143,82,12,12,12,12,110,12,12,12
"G09000305107002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"510700","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5107, Hartford County, Connecticut",916,723,664,49,0,10,0,0,0,0,0,193,193,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 5107, Hartford County, Connecticut",249,181,183,58,12,15,12,12,12,12,12,205,205,12,12,12,12,12,12,12,12
"G09000305107003","2013-2017",,,"Connecticut","09","Hartford County","003",,,"510700","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5107, Hartford County, Connecticut",848,728,423,280,0,0,0,25,0,0,0,120,91,20,0,0,0,9,0,0,0,"Block Group 3, Census Tract 5107, Hartford County, Connecticut",219,191,129,150,12,12,12,36,12,12,12,114,109,23,12,12,12,14,12,12,12
